IdCustomer,Text,Target
2709,"Professionnel de A à Z, une expérience qui futma première mais certainement pas la dernière.",Positive
4300,Aide pour gagner le temps,Positive
3157,"Joli, Robuste et pratique !",Positive
4483,Bniina w few7a  leli y7ebou les parfums floreaux,Positive
1736,Un Bon équipement merci,Positive
1577,trés bon produit,Positive
3339,Bonne qualitee,Neutre
1044,"La taille est bien mais le soucis c'est la barrette nasale qui sort et peut blesser au visage, du coup je suis obligée de coller un bout de pansement ou une étiquette à chaque fois pour protéger mon enfant, pas très pratique!",Neutre
4220,Bon produit,Neutre
275,Prix trop élevé,Positive
2289,Très bien félicitations bonne continuation,Positive
1803,"Très bon article, pratique pour son utilisation et efficace pour sa luminosité",Positive
3500,réduire un peu le prix,Positive
4302,C'est pratique,Positive
1458,"Il est bien srtt pour la peau sensible 
Odeur excellente",Positive
1261,J'adore ce produit,Positive
3029,"achetez sans refelechir trop/ pratique et très élégant . parfait pour le rangement dans la salle de bain ; les serviettes , le sechoir etc",Positive
3094,"Bonne finition, Pratique et assez robuste. Sauf qu'il manque un emplacement d'étiquette sur les tiroirs !",Positive
1230,Il est très bien niveau qualité,Positive
2905,Comme la foto,Positive
697,Sans aucun effet sur les taches,Negative
3657,"La texture est agréable à appliquer. 
Bonne tenue. 
Le taille crayon avec est pratique.",Positive
1323,Les masques KN95 de marque so't plus épais.,Neutre
779,Réponds aux normes standards,Neutre
496,Bon rapport qualité prix,Positive
3925,Rapport q/p pas mal,Positive
985,Satisfait,Positive
3360,Rapport qualité-prix,Neutre
3043,je penser que l element ete plus grand,Negative
3248,"La sortie d'extraction est sur le dessus, alors qu'il me la fallait sur l'arrière. Rien n'est spécifié dans les hottes à ce sujet, normalement les hottes ont 2 sorties une sur le dessus l'autre à l'arrière, prédécoupé. On enlève la découpe de la sortie que l'on utilise. Donc la hotte ne me sert à rien.",Negative
2467,Bonne qualité,Positive
1226,Il sèche vite et ne colle pas aux mains.,Positive
3152,Satisfait et attentes remplies,Positive
389,Bonne qualité,Positive
829,Je n'aime pas,Negative
2995,"Pas plus que ca, merci beaucoup jumia",Positive
4290,"l'épilation est bonne mais il faut faire gaffe à ne pas épiler la même zone deux fois successives, car la peau externe peut se retirer",Neutre
323,Bon produit.,Positive
287,très bon goût de thon en morceau avec une petite quantité d'huile contrairement aux autres produits.,Positive
3307,Bon rapport qualité prix,Positive
3636,Produit  pratique,Positive
311,Rien à dire plus el manar le goût parfait du thon avec des tranches du thon.,Positive
3329,Super je suis très satisfaite,Positive
2855,"Je viens d’acheter ce produit, a priori il fait l’affaire, il tient les boissons au chaud, il n’y a pas de fuite de liquide, c’est pratique pour boire directement depuis le thermos.. mais il faudra l’essayer pour une periode plus longue pour pouvoir donner une evaluation precise",Positive
2042,"bonne qualité pour le prix , livraison rapide .  rien à signaler je recommande vivement",Positive
2648,"Avantage :
- pratique et efficace pour une utilisation domestique.
Inconvenient :
- matériaux fragiles",Positive
886,Rapport qualité prix top,Positive
3496,"Je n’ai rien aimé malheureusement, la tondeuse que je viens d’acquérir est une arnaque, elle est très faible, je me suis dis que c’est peut-être les piles, j’ai mis des Duracel, ça n’a rien donné !",Negative
2355,"Même si c'est précisé qu'ils sont en satin, on ne le voit pas aussi clairement sur la photo. Ils sont donc encore plus beaux que sur le site. C'est un rose poudré. 
Je ne les ai pas dépliés et installés donc à voir plus tard si défaut.",Positive
2437,Une très bonne qualité,Positive
3252,Légèreté et antidérapage.,Positive
3079,J'ai reçu que 1 malgré que s' est écrit lot de 2,Negative
3089,Le produit est très grande pour mettre beaucoup des vêtements ou couette. Juste qu’il faudrait préciser la taille ex : L OU M. pour ceux qui ne maîtrisent pas des dimensions prescrites en chiffres.,Neutre
3172,"j'ai acheté de nouveau une autre commande de panneaux muraux et je suis bien satisfait,...merci jumia d'avoir publié mon commentaire précédent de la non satisfaction concernant la couleur des panneaux de la commande précédente...",Positive
2925,Excellent rapport qualité prix.,Positive
689,J'aime beaucoup,Positive
4435,Vitesse tres lente,Negative
1774,Le produit est beau mais pas très grand,Positive
1995,Les oreillers ne sont pas confortables (très durs),Negative
4095,Gabrini à ne pas recommander,Negative
1702,Sans commentaire,Positive
2622,Très pratique,Positive
4264,Magnifique,Positive
2210,"le produit n'est pas assez ergonomique : manque de souplesse, pas confortable",Negative
4188,Qualité moyenne mais bon,Neutre
1211,Ne colle pas,Positive
2021,la couleur est belle,Positive
3708,image trompeuse. volume pas assez important.,Negative
2223,Un très bon produit avec un rapport qualité prix très raisonnable,Positive
928,Le contour d'oreille est à revoir,Neutre
3686,son pinceau est fin,Positive
144,"Excellent, le vrai chocolat chaud",Positive
4206,"ce produit est exellent pour le soin des ongles. les résultats sont assez rapide. J'utilise ce produit depuis une année et fini les ongles cassants, mous. Plus besoin de placer des faux ongles........ les beaux ongles naturels font la différence.",Positive
4101,"Utile mais trop chère
En plus de petite taille, il me fallait acquérir 2 à la fois",Neutre
1257,Qualité médiocre,Negative
4396,très pratique et belle qualité,Positive
2696,Satisfait,Positive
1193,Bon rapport qualité prix,Positive
2954,veilleuse très jolie j'adore la simplicité du design ! achetez une  petite ampoule elle est fournie sans.,Positive
3015,Très bonnes qualités,Positive
2004,Pas bonne qualité,Positive
3935,????????????un bon produit,Positive
4386,Conforme et rapide,Positive
365,Sans goût et sans odeur,Negative
1191,"ne sont pas efficace ,et très sensible",Negative
2591,Elle s'est cassée au bout d'un mois,Negative
1409,Le type de gel qui colle aux mains,Negative
4050,Couleur pale texture mauvaise et meme application pas facile produit à jeter dans le poubelle,Negative
4474,Odeur aimable et pas trop forte,Positive
3475,Bon produit pour cheveux nourrissant,Positive
2306,N'est pas adapté aux portes d'entrée l'espace n'est pas assez large,Neutre
343,Les moustiques ont presque entièrement disparus,Positive
3833,"le mascara est trop pâteux, et s'enlève bessif",Negative
933,économique et très efficace,Positive
2570,Le prix et trooo,Negative
2063,"Légère et chaude 
Jolies couleurs !!",Positive
647,excellent produit,Positive
1891,Protège bien les habits,Positive
1744,L’article fonctionne normalement mais il ne fait rien,Negative
1416,Bon produit,Positive
1149,Parfait mais trop cher pour moi,Positive
760,Efficace mais faites attention à vos mains,Positive
1464,produit dilué ,Positive
4183,Comme attendu !,Positive
201,Très loin des autres  marques.,Negative
3026,Trop cher par rapport à sa qualité vraiment déçue,Negative
4158,"Produit conforme aux attentes.
Ma femme est satisfaite",Positive
2407,polissage non comformele couscousier presente un defeau au niveau du cuisseur vapeur,Negative
3005,Les couleurs,Positive
4153,Bonne qualité.,Positive
1813,Couverture 2 à 3 m,Positive
633,Bon rapport qualité prix,Positive
659,conforme aux attentes,Positive
3016,Tout cours j'adore cet produit,Positive
2818,magnifique leger,Positive
3730,Les couleurs ne sont pas assez pigmentées mais ça me plaît quand même,Positive
3247,J'ai bien aimé ce produit,Positive
383,C'est pas extra,Negative
2687,très bonne qualité,Positive
1599,Bon produit,Positive
591,Très bon rapport qualité prix,Positive
3024,Bon produit.. Bonne idée de fixation,Positive
2,Ça sent bon maintenant dans les toilettes,Positive
741,"nettoyage très efficace, je recommande",Positive
2950,Le probleme qu il doit être toujours broncher sinon ça ne marche pas,Neutre
2683,c'et grand et marche bien,Positive
3523,Plus bon qualité waw,Positive
2917,tres bien,Positive
568,bonne odeur,Positive
740,Cest juste un peu lourd  et jai dû acheter un bâton en bois  et je l'ai fais perforé  aussi.... sinon cest parfait,Positive
806,Mauvaise qualité,Negative
3785,C'est impeccable,Positive
2914,"Magnifique et comme indiquent les photos.
Apporte une belle ambiance avec sa couleur douce",Positive
3105,Qualité et prix raisonnable,Positive
4332,Facile à utiliser,Positive
3143,Très pratique,Positive
959,Je fait confiance à la marque et j espère ne pas me tromper,Positive
3554,J’ai aimé le sérum,Neutre
3733,Pigmentation généreuse et longue tenue ????,Positive
2729,C'est très pratique ! Surtout que je n'ai pas d'étagères dans ma cuisine,Positive
2775,La boîte ne se ferme pas comme il faut,Neutre
873,bonne qualite et bonne taille pour mes enfants 7 et 16,Positive
4328,Qualité de produit,Negative
3267,Pas très pratique quand on la tient,Negative
544,"Très efficace, désinfecte sans tâcher",Positive
1070,"masque de bonne qualité, élastique confortable",Positive
4140,Produit de bonne qualité,Positive
574,odeur tres agreable et dure.,Positive
1623,Très bon produit. Prière d'importer les packs de 68 pastilles aussi.,Positive
2615,"Temps de cuisson très long, cuisson des aliments non uniforme, bon pour de petites quantités",Neutre
4134,"C'est de bonne qualité, j'aime bien",Positive
860,Bonne qualité,Positive
1576,bonne odeur et elemine les traces et la saleté,Positive
1477,Excellent product vue quality Prix c&#039;est excellent.... Merci Jumia ,Positive
4362,Magnifique,Positive
792,Livraison réglo. bonne qualité,Positive
2536,Satisfaite,Positive
3031,"Le plastique n’est pas de bonne qualité , mais c’est un produit facil d’utiliser pour Les enfants",Neutre
1970,J'aime cet oreiller on dort bien avec,Positive
2323,"- Peinture pas propre, étagère avec trace de doigts, plaques endommagées, système de fixation (pose) dangereux
+ expédition rapide",Negative
292,dommage pas de couvercle,Positive
3596,Ce produit n'est pas efficace,Negative
2094,C'est bien,Neutre
3986,satisfaite,Positive
1351,faire le montage des visieres avant leur envoi.,Negative
210,Un très bon goût,Positive
4014,J'ai adoré la Texture,Positive
2330,Mauvaises qualités,Negative
2000,La qualité est top,Positive
730,"Le prix est cher et il fallait vendre ""lunettes"" et ""gants"" séparément. Je voulais uniquement les lunettes mais j'étais obligée de prendre des gants dont je n'ai pas besoin.",Positive
2342,vraiment bonne qualité,Positive
1049,Un peut fragile au niveau des oreilles,Positive
4168,Produit de mauvaise qualité,Negative
4307,Jaime tré pratique,Positive
1674,Une très bonne marque,Positive
1979,Très bon rapport qualité/prix,Positive
3921,Je recommande vivement,Positive
3042,Le produit est identique à l image représentée,Positive
1844,il est excellent????????❤❤,Positive
2178,confortable : matiere et tissu solide et bien fini,Positive
833,"Les masques ont de très bons élastiques, ils ont une odeur neutre et ne sentent pas le vinaigre comme ceux achetés en pharmacie.

Excellent rapport qualité-prix",Positive
509,Pas très frais!!,Negative
1553,"Ça sent très bon, très bon rapport qualité/prix, je suis contente.",Positive
1724,"Made in Russia, mauvaise odeur et ça tient deux heures seulement et non pas 48h !",Negative
2047,Meilleur rapport qualité prix,Positive
2703,Bon produit,Neutre
1340,Prix est cher,Neutre
2525,Très bon produit,Positive
2560,Bonne qualité,Positive
859,C'est pas top,Neutre
2088,J'aime l'emballage pour les accessoires,Positive
1845,maivaise qualité,Negative
1264,Qualité prix acceptable,Neutre
3081,Très satisfait des produit et d'avantage du livreur que je remercie infiniment.????????????????????????????????,Positive
42,Aucun commentaire,Positive
2168,Il est pratique mais un peu mou je pas  pu avoir la vrai forme dont je cherche.. Mais utile pour un reste dans son balcon ou jardin,Neutre
664,Confirme à mes attentes,Positive
4138,j'adore,Positive
4202,Très utile et pratique,Positive
4057,Couleur très clair,Negative
1641,Produits pas mal,Positive
235,Bonne qualité,Positive
2385,Bonne qualité.,Positive
2758,"Bonne qualité,assemblaga pas compliqué,tient bon meme remplie de legumes et fruits,par contre on m'a envoyé une couleur differente de celle que j'ai commander..mais j'aime quand meme",Positive
1898,Absorbe bien l'eau,Positive
3318,Très mauvais,Negative
523,C'est trop bon,Positive
2713,Bon rapport qualité/prix,Positive
599,Bon rapport qualité prix,Positive
3871,Ma3ejbounich les couleurs mech kima f photo ????????,Negative
3908,Bon produit,Positive
1140,Ni la qualité et ni l'emballage,Negative
2008,"tissu synthétique , produit de pacotille .",Negative
2549,C'est déjà parfait,Positive
788,Très bien rapport qualité prix,Positive
3302,Article très pratique dans l'ensemble,Positive
560,Faute de votre mauvais emballage j'ai reçu les bouteilles consommés et l'adoucissant renverser. Il fallait bien verrouillé les bouchons avec du scotch et non pas au mieux des bouteilles !!!,Negative
1200,Satisfait,Positive
4317,"Attention paquet de 10 bandes seulement, il faut le préciser! Mais sinon la cire est très bien",Positive
3555,Bon produit,Positive
2490,La photo montre la cocotte plus grande que le fait tout alors que c'est carrément le contraire. La cocotte fait 4l donc juste suffisante pour une petite famille. Sinon elle marche bien,Positive
739,Pas pratique je ne la recommande pas,Negative
3760,Bon produit,Neutre
3930,Désolée ce n&#039;était pas la couleur désirée mais pas grave ,Positive
2969,C'est magnifique ça donne une sensation très cozy.,Positive
3407,Mauvaise achat,Negative
2106,petit pratique et efficace,Positive
4080,Qualité moyenne,Negative
684,c'est un produit declassé,Negative
1067,"Une qualité excellente, élastique très souple,
Et confortable",Positive
2940,J’adore parfait pour moi,Negative
1982,satisfaite,Positive
4043,Bon produit,Neutre
315,mieux min thon manar,Positive
4380,"le sérum est magnifique ! ça élimine les marques et ça hydrate très bien la peau !
Je conseille d'acheter.",Positive
3882,couleur un peu foncée,Neutre
3587,Qualité médiocre,Negative
4459,J'aime le parfum,Positive
1889,Correspond à la description. Livraison rapide,Positive
3177,Il s'est déchiré d que je les ouvert,Negative
1558,Ma mere a beaucoup aimé ce produit,Positive
1042,merci pour tout,Positive
529,livraison rapide et produit conforme à la description,Positive
514,La stimulation d'appétit,Positive
2496,J'utilise la cocotte depuis un mois et je suis complètement satisfaite de mon achat.,Positive
4205,Kit pour bricoleurs et ce n'est rien de professionnel comme sur le site,Negative
2901,"Joli bois, joli design et reçu très rapidement.",Positive
2134,"Au début, cette lampe marche très bien et éclaire très bien, mais au bout de quelques mois certaines marchent moins bien que d’autres (le capteur ne détecte plus le mouvement).",Neutre
3543,Satisfaite,Positive
1989,pas mal vu le promo,Neutre
2219,produit sympa correct par rapport a son prix,Positive
1922,Conseils,Positive
4165,"Rapport qualité prix sa reste plus au moins correcte , mais faut pas s'attendre à une qualité de Ouf",Neutre
2038,Perd ses poils vite fait une seule face est couverte de fourrure l'autre même pas poils pas dutout soyeux surtout pour le prix.. Grand flop,Negative
1806,Produit plastique qui ne peut jamais être utilisé comme lampe de bureau,Negative
4020,Jolie couleur,Positive
3044,"Vu la dimension, il est cher côté qualité prix.",Neutre
2091,C'est pratique.,Positive
2104,"c'est très efficace car elle permet de changer le taux de lumière
Le zoom de torche avant",Positive
2361,Rapport qualité/ Prix correcte,Neutre
337,repousse presque tout,Neutre
2921,Bon rapport qualité prix,Neutre
1075,Rapport qualité prix excellent,Positive
4245,Merci pour votre ❤️,Positive
4028,"C'est trop nul mais pourquoi mes lèvres ne changent pas , rien à fait",Negative
4242,"hydrate bien les lèvres avec une teinte rosé naturel qui dure toute la journée 
Eveline merci pour le cadeau !",Positive
668,Rien à dire,Neutre
2457,Qualité et prix,Positive
1968,"Bien pour le prix, par contre ils sont très gros, donc il faut le temps de s'habituer.",Positive
2662,Finalement j ai mangé le plus bon panini avec mon choix,Positive
2485,Le bas de la poêle noircit rapidement,Positive
1505,ta7foun 3ale5er w ina7i les tâches,Positive
4228,Normal merci pour votre service,Positive
3894,Bon produit,Positive
1585,il n'ai pas concentrés il nettoie pas bien le linge je ne conseille pas aux acheteur,Neutre
375,La qualité de l'huile est bonne.,Positive
2808,Rapport qualité prix ça passe mais ça reste très fragile. J'ai reçu le produit avec quelques défauts mais ça passe,Negative
772,Les délais de livraison,Positive
3291,Très discrets facile à placer,Positive
3805,"C'est un mascara normal (n'est pas waterproof), avec un bon effet volumineux",Neutre
132,un bon produit,Positive
2918,Je suis satisfaite du produit. Merci jumia :),Positive
107,"J’adore ce café , délicieux et de bonne qualité",Positive
1021,Rien à redire,Positive
3745,Bon mais trop petit,Negative
4063,Magnifique,Positive
4046,"super couleur , reste intacte 24H",Positive
2643,Rien à dire,Positive
4177,Qualité médiocre,Negative
136,"le gout du café est bon et le prix est raisonnable, sauf que les capsules coinces parfois peut être que leur taille n'est pas toujours bonne.",Positive
1094,"un bon produit,c est vraiment de l alcoolisé  et sa colle pas dans les mains",Positive
4055,J’ai pas trop aimé la texture et la couleur,Negative
194,Un bon produit,Positive
2027,Très satisfait,Positive
4372,Top pour les sillons naso-géniens !,Positive
3578,"Excellente affaire 
Boucle songeuse",Positive
3998,bon produit,Positive
1128,très bon produit,Positive
1969,Bonne qualité,Positive
3974,Parfait il tient toute la journée,Positive
2749,pratique,Positive
1612,4 étoiles,Positive
2770,Produit tunisien de bonne qualité,Positive
4379,Très satisfaite merci beaucoup,Positive
2278,je suis très content,Positive
3370,j'aime cette produit,Positive
3383,je ne trouve malheureusement pas la colle spéciale papier peint,Positive
491,Qualité moyenne,Neutre
3320,Très mauvaise qualité,Negative
2835,Bien produit,Neutre
846,Conforme à la description,Positive
703,Très bien,Positive
4488,Très bien pour l'été fraîche et légere,Positive
2516,"Je recommande cette batterie, robuste et de très bonne qualité.",Positive
1487,Qualité top,Positive
3208,Facile à utiliser et il est top,Positive
224,Bon goût et savoureux,Positive
1281,Qualité des bavettes acceptable... mais le savon est hors sujet : très dilué et mauvaise odeur.,Positive
3040,"après 15 jours, il est déjà rouillé",Negative
2714,Rapport qualité prix trés trés satisfait,Positive
628,Un bon Produit ,Positive
1234,Produit au Top,Positive
3472,Impécable et bon odeur.,Positive
1902,Efficace mais laisse des traces surle sol dr la baignoire,Positive
1262,Prix plus cher que ailleur !!!!,Negative
2624,Timing parfait et sécuritaire,Positive
2759,"Bon rapport qualité prix





Bon











Bon rapport qualité prix",Positive
3121,C'est bon,Positive
3041,J'aurai aimé choisir mes motifs,Neutre
887,J'ai bien reçu ma commande le jours que vous m'avez informé de sa réception .c'est un bon service,Positive
736,mauvaise qualité des materiaux. très cher,Negative
4304,N'enlève pas les poils qu'après plusieurs applications mais il fait pas trops mal,Neutre
3522,Je suis satisfait,Positive
2705,Qualité / prix correct,Positive
2260,Bon produit,Neutre
3795,Long et volumineux. Très bonne texture.,Positive
1786,"Livraison rapide, qualité produit haute gamme",Positive
4094,très mauvais produit,Negative
200,Très s délicieux,Neutre
3816,Rien à dire vraiment top,Positive
4214,Ils ont adoré le goût de fraise,Positive
4377,satisfaite mais la quantité n est pa généreuse par rapport a son prix,Neutre
2248,Je suis ravi de mon achat car ça a plus à ma fille.,Positive
2272,Puissant.bureau très vite chauffé.,Positive
2253,Très apprécié  ...,Positive
285,J ai aimé sincèrement ç bon,Positive
3230,satisfaite produit parfait merci,Positive
2292,"Une montre murale DIY pas super facile à monter, mais le résultat est très satisfaisant après 1-2h de repositionnement des divers composants.",Positive
3740,Je recommande vivement la palette,Positive
2584,Bon Rapport prix qualité,Positive
4222,Très mauvais,Negative
3468,"Excellent produit !
Mais l'emballage doit être amélioré",Positive
3299,Bon produit,Positive
2824,"Bonne finition, facile à installer.",Positive
2877,Je suis satisfaite c'est très beau,Positive
191,Une vraie déception,Negative
2686,Bon produit,Positive
262,"Bien épicé, super bon!",Positive
3916,"Ne fait pas grand chose, c'est juste une crème",Neutre
3466,"Contrairement à d'autres marques, il peu être utiliser pour cuisiner.",Positive
1452,tres très bien,Positive
1448,Un bon produit,Neutre
290,"Bon produit, bon  prix et bonnes conditions de livraison, seul petit reproche la date limite n'était pas indiquée sur Jumia.com.tn.",Positive
3648,J'ai bien aimé ce produit.,Positive
1904,je déteste x 10000000,Negative
728,Efficace pour travailler,Positive
1560,Avec un meilleur prix,Positive
3885,Ça marche pour blonde,Neutre
4124,Produit non conforme,Negative
2140,Fonctionne très bien et éclaire bien j'en ai racheté tellement c'est pratique très bon rapport qualité prix,Positive
3643,légère et douce,Positive
3536,J'ai aimé l'efficacité de ce produit mais pas l'odeur,Positive
3679,Merci beaucoup,Positive
770,très bon résultat et rendement économique,Positive
4436,Odeur magnifique,Positive
3520,Merci ils est bien,Positive
2311,Qualité catastrophiquement médiocre,Negative
752,Mes préférés,Positive
3611,Il est formidable,Positive
1031,Best Rapport qualité  prix,Positive
1598,Bon produit,Positive
348,Tout est génial,Positive
3518,Hydrate les cheveux et les faits briller,Positive
2573,4 étoiles,Positive
92,C’est null null null . C’est de l’arnaque. C’est pas de nespresso et le pire c’est une très mauvaise imitation. Je regrette carrément c’est zero 0,Negative
2427,"Produit correct, authentique , mais je trouve un peu léger.",Positive
3195,Bonne qualité mais trop chere,Neutre
3190,L image est trop grande pour être collée sur une porte wc,Negative
2363,je le recommande,Positive
2534,J'ai demandé 2 lots de couleurs différentes chacun. J'ai reçu un lot coloré de 6 couleurs et l'autre 3 couleurs seulement,Negative
190,Bon goût,Positive
567,J aimée,Neutre
2305,Trop cher pour du plastique ????????,Neutre
2500,Une très bonne qualité,Positive
1424,Tout est génial,Positive
2266,Très bon meilleur rapport qualité prix mais j'espère que le prix reste fix 195 dt,Positive
2276,je suis très content,Positive
1764,S’est rapidement cassé,Negative
2174,pratique,Positive
1199,Qualité et prix,Positive
2842,Il faut le préchauffer une heure avant de manger,Positive
4356,"Merci beaucoup pr les cadeaux
Sinon la crème est super l'odeur la texture tout est au top",Positive
1664,"J'aime eau de javel 0% chlore, c'est un excellent produit que j'ai utilisé dans ma vie.  Merci.",Positive
4058,Mauvaise couleur!,Negative
1358,un produit excellent,Positive
498,Bon produit,Positive
2233,Comme sur la photo,Positive
2046,Très bonne  qualité,Positive
4383,Je n'ai pas aimé les produits de la marque.  Tous font des taches de produit et une sécheresse de la peau,Negative
4,Bien comme dans la photo,Positive
1355,"de la camelote, n'ayant aucune protection",Negative
1825,Bon rapport qualité prix,Positive
1647,ne odeur fraiche et agréable mais tellement que c est dilué et liquide  L'assouplissant  se disperse trop tôt.,Positive
2790,"Petite taille , bonne qualite",Positive
3443,"Par rapport prix pas mal
Utilisation pour bricolage faciles",Neutre
3521,Je recommande vivement,Positive
749,merci pour la qualité j'aime bien,Positive
202,Super consistant pour les débuts de journées,Positive
1315,un bon rapport qualité prix pour le produit. livré rapidement,Positive
3639,Impeccable avec couvrance parfaite,Positive
3628,Meme si c pas Cher et c petit c top,Positive
2297,Facile à installer,Positive
2832,Je n ai pas aime,Negative
1445,bon odeur plus de propreté,Neutre
1344,Produit conforme à la description mais Prix elevé,Negative
1141,Un bon produit,Positive
3367,Facile à appliquer même toute seule.. Ça embelli l'endroit,Positive
95,Dépannage,Neutre
462,c'est un peux chère mais pour moi c'est le seul miel qui soulage la toux et le seul miel que j'utilise comme médicament.,Positive
74,Ce qu'il y a de mieux si nous n'avez pas trouvé les capsules Nespresso,Positive
2432,Qualité top et grandeur aussi,Positive
2613,Rapide  et pratique,Positive
1183,Bonne qualité,Positive
1691,Protège bien,Neutre
1536,C'est pas conseillé,Negative
281,j'aime bien,Negative
4232,Mon préféré,Positive
1071,Très pratique article,Positive
1881,Bonne qualité,Positive
2813,c'est un tresbonproduit,Positive
3458,"Odeur orientale comme son nom 
Bonne fixation toute la journée",Positive
2722,B1 et efficace,Positive
1357,l'odeur un peu forte - un parfum plus neutre serait mieux,Positive
1967,Ils sont un peut gonflé malheureusement !,Neutre
547,Produit parfait sans odeur et ne tâche pas les vêtements cependant le prix est un peu exagéré et trop cher,Positive
3215,Rapport qualité prix excellent,Positive
232,Prix raisonable,Positive
3305,Bonne tenue. Simple d'utilisation,Positive
9,Produit excellent de côté hygiène ainsi que d'odeur,Positive
253,Délicieux !!,Positive
1528,Produit efficace et de bonne qualité,Positive
2314,"Simple et efficace, super satisfait, je recommande",Positive
119,A recommander. Un vrai délice de café,Positive
879,Produit conforme à mes attentes,Positive
2409,Top rapport qualité prix raisonnable merci,Positive
1934,"Qualité médiocre, Pour ce prix,  je m'attendais franchement à beaucoup mieux merci quand même",Negative
2118,Manque chargeur secteur,Negative
2112,???????????? Merci beaucoup,Positive
3180,C est magnifique,Positive
497,C'est bon,Positive
3179,un peu dificile à appliquer,Positive
487,super produit de ménage,Positive
1519,La vaisselle est impeccable et la tablette se dissout pendant le lavage.,Positive
4288,"Utile pour une épilation sans douleur, rapide et efficace",Positive
632,le parfun,Positive
3457,Bien produit,Positive
1957,"aprés une semaine il tient bien la forme, ne s'est pas applatit",Positive
452,C'est très bien,Positive
3946,Oui tres bon choix,Neutre
2724,"Très pratique,
Je compte acheter une deuxième.",Positive
2023,Bonne qualité,Positive
1593,Très bonne qualité,Positive
1695,article conforme a la publicité,Positive
2331,Joli mais finitions zero,Negative
3447,Un bon produit.,Positive
2765,Bon prix par rapport a la qualite. Mais un des panier eté un peu abimé sur le coté,Positive
1661,Bonne qualité,Positive
1689,"C'est pas du papier d'examen. La taille est petite, elle n est pas comme dans la photo.",Negative
3381,Je ne sais pas pourquoi,Negative
3631,Merci jai bien aimé pratique 3ale5er????????,Positive
4279,Trés bien,Positive
2222,Better than expected. Une bonne finition et un zip a l'arriere. Excellent rapport qualité prix. Je recommande.,Positive
2084,prix trop gonflé par rapport au produit,Neutre
1451,Meilleur produit que je l&#039;utilise c&#039;est super ,Positive
3492,Le produit est extra,Positive
1217,Odeur agréable,Positive
3719,Qualité flop,Negative
3548,"Bon produit, il fait l'affaire, rend les cheveux doux et brillants, quantité généreuse",Positive
368,Comme attendu,Neutre
4284,Trop longtemps pour que la cire chauffe et pas complètement j'ai abandonné après quelques essais. Je déconseille totalement son achat malheureusement j'ai mis longtemps avant de l'utiliser je n'ai pas pu la retourner !,Negative
1444,bio un des produit a été reversé,Negative
260,Bon produit,Positive
2372,"Produit à la hauteur de mes attentes,
livraison rapide...
tout simplement MERCI!!",Positive
2888,"J’aime bien ce produit, il est cependant un peu petit mais il fait tres bien l’affaire.. il est sans fil donc il faut le charger de temps en temps mais au bout de qqes jours d’utilisation, je constate que la betterie tient bien.. par contre je ne sais pas si dans qqes mois il fonctionnera aussi bien",Positive
872,Mauvaise qualité,Negative
4213,Satisfaite en tant que qualité prix,Neutre
54,Très bien,Positive
219,Rien à dire. Bon produit.,Positive
1824,"Facile à installer ... Bonne rapport qualité/prix .. je suis satisfaite merci jumia 
N.B: il colle mech behy barcha donc lezem scotch double face ken tnahatelkom ????",Positive
1428,Acceptable et sans sucre ????,Neutre
669,Si plus parfumé,Neutre
4056,La couleur est jolie,Positive
714,Case apres 2 utilisations passer votre chemin  !,Negative
3896,Un bon produit,Positive
641,produit excellent,Positive
2182,Confortable et de bonne qualité,Positive
1180,Très mauvaise qualité,Negative
2264,Facile a transféré feu doux et bien chauffé,Positive
2430,Très très satisfaite,Positive
2654,Le produit est très lourd et pas du tout pratique,Negative
2446,Le poigner de la poêle n'est pas bien fixé avec un jeu au niveau du vis qui est pourtant serré au maximum,Negative
1022,Bonne qualité,Positive
2509,C'est le deuxième que j'achète il est super !,Positive
2165,"Qualité de fabrication très basique .. Table est chaises DIY.
9asdreya m8alfa melle5er ..",Neutre
2625,"L'article correspond à mes attentes, il était un peu poussiéreux mais en bon état.
merci pour la livraison qui était rapide!!",Positive
615,très bonne qualité,Positive
590,Bon produit,Positive
4211,C'est ok,Positive
1423,4 étoiles,Positive
968,excellent produit,Positive
4260,Une très excellente appareil,Positive
1952,Qualité normal,Positive
347,"Très bon mais ce n’est pas vraiment une sauce à l’ail plutôt une mayonnaise à l’ail 
Mais très délicieux et de texture légère",Positive
1908,"Comme noté auparavant, ce bracelet est efficace et pratique !",Positive
1621,"Le produit il est pas concentré du tout ont dirais de l eaux avec colorant , جاري برشا والرائحة متعو مبعد الغسيل عبارة مفماش",Negative
1777,"Produit conforme aux spécifications, fonctionne parfaitement et offre une belle ambiance .
Je le recommande.",Positive
243,En fait j'ai mis 5 ⭐ parce que le prix c'est vraiment (J'ai rien à dire sincèrement ) merci jumia pour ces bons plans ????,Positive
3936,Produit tres efficace,Positive
1266,j'aime ça,Positive
1887,La housse s'est déchirer dès la première utilisation alors que ma couette est légère ...,Negative
4011,Bon couleur et texture; convient avec les yeux sensibles.,Positive
2207,"Je recommande le produit 
confortable et joli",Positive
2164,"Trop légère !
Et je vois pas comment je vais utiliser la table en tissue.",Neutre
1399,Produit peu etre utiliser même sur les vêtements,Positive
2237,Très bon produit ,Positive
4342,Merci bien pour le petit cadeau offert avec la crème,Positive
878,une trèsbonne affaire rapportqualité prix,Positive
